SeqName	SeqDesc	GOTerms	Enzymes	KeggMaps
dp_gene5023	Tropomodulin-1	cytoskeleton;integral component of membrane;myofibril;tropomyosin binding;actin filament organization;myofibril assembly;pointed-end actin filament capping		
dp_gene5024	Btb poz domain-containing			
dp_gene5025	M4-Proctolin precursor	integral component of membrane		
dp_gene5026	Flocculation FLO11			
dp_gene5027	Usher syndrome type-1G homolog			
dp_gene5028	Acidic mammalian chitinase	extracellular region;cytoplasm;integral component of membrane;chitinase activity;chitin binding;carbohydrate metabolic process;chitin catabolic process		
dp_gene5029	rhomboid isoform X2	mitochondrial inner membrane;integral component of membrane;serine-type endopeptidase activity;protein processing		
dp_gene5030	rhomboid-like isoform X1	membrane;hydrolase activity		
dp_gene5031	40S ribosomal S9	cytosolic small ribosomal subunit;structural constituent of ribosome;rRNA binding;translation;positive regulation of translational fidelity		
dp_gene5032	Cytochrome p450	integral component of membrane;monooxygenase activity;iron ion binding;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;heme binding;oxidation-reduction process		
dp_gene5033	Cytochrome p450	integral component of membrane;monooxygenase activity;iron ion binding;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;heme binding;oxidation-reduction process		
dp_gene5034	Cytochrome p450	collagen trimer;integral component of membrane;monooxygenase activity;extracellular matrix structural constituent;iron ion binding;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;heme binding;oxidation-reduction process		
dp_gene5035	Cytochrome p450	integral component of membrane;monooxygenase activity;iron ion binding;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;heme binding;oxidation-reduction process		
dp_gene5036	Cytochrome p450	integral component of membrane;monooxygenase activity;iron ion binding;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;heme binding;oxidation-reduction process		
dp_gene5037	hypothetical protein DAPPUDRAFT_101612			
dp_gene5038	---NA---			
dp_gene5039	Zinc finger ush	nucleus;transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding;RNA polymerase II transcription factor binding;nucleic acid binding;metal ion binding;negative regulation of transcription from RNA polymerase II promoter;heart development;cell differentiation		
dp_gene5040	KH domain- RNA- signal transduction-associated 2-like isoform X1			
dp_gene5041	KH domain- RNA- signal transduction-associated	RNA binding		
dp_gene5042	Supervillin	actin filament binding;cytoskeleton organization		
dp_gene5043	hypothetical protein DAPPUDRAFT_96224	actin binding		
dp_gene5044	cytochrome P450 307a1-like	integral component of membrane;monooxygenase activity;iron ion binding;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;heme binding;oxidation-reduction process		
dp_gene5045	3-chlorobenzoate-3,4-dioxygenase oxygenase subunit	integral component of membrane;metal ion binding;dioxygenase activity;2 iron, 2 sulfur cluster binding;oxidation-reduction process		
dp_gene5046	cholesterol 7-desaturase-like	integral component of membrane;metal ion binding;dioxygenase activity;2 iron, 2 sulfur cluster binding;oxidation-reduction process		
dp_gene5047	hypothetical protein DAPPUDRAFT_305676			
dp_gene5048	Sodium-coupled neutral amino acid transporter 7	integral component of membrane;amino acid transmembrane transporter activity;death domain binding;amino acid transmembrane transport;negative regulation of autophagy;cellular response to amino acid starvation;apoptotic signaling pathway		
dp_gene5049	Cysteine serine-rich nuclear			
dp_gene5050	Ammonium transporter Rh type C	integral component of plasma membrane;ammonium transmembrane transporter activity;organic cation transport;nitrogen utilization;ammonium transmembrane transport		
dp_gene5051	ralBP1-associated Eps domain-containing 1	calcium ion binding		
dp_gene5052	Methyltransferase 4	transferase activity		
dp_gene5053	Uncharacterized protein APZ42_026063			
dp_gene5054	Active breakpoint cluster region-related	membrane;protein serine/threonine kinase activity;Rho guanyl-nucleotide exchange factor activity;GTPase activator activity;protein phosphorylation;signal transduction;regulation of Rho protein signal transduction;positive regulation of GTPase activity		
dp_gene5055	Pre-mRNA-processing factor 17	integral component of membrane;catalytic step 2 spliceosome;second spliceosomal transesterification activity;histone acetyltransferase activity;generation of catalytic spliceosome for second transesterification step;histone acetylation		
dp_gene5056	mannosyl-oligosaccharide alpha-1,2-mannosidase IA isoform X1	Golgi membrane;endoplasmic reticulum;integral component of membrane;mannosyl-oligosaccharide 1,2-alpha-mannosidase activity;calcium ion binding;N-glycan processing		
dp_gene5057	KRR1 small subunit processome component homolog	nucleolus;small-subunit processome;RNA binding;maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
dp_gene5058	polypeptide N-acetylgalactosaminyltransferase 2	Golgi membrane;integral component of membrane;transferase activity, transferring glycosyl groups;carbohydrate binding;protein glycosylation		
dp_gene5059	Transposase	DNA binding;cell differentiation;system development;regulation of cellular process		
dp_gene5060	hypothetical protein DAPPUDRAFT_234770			
dp_gene5061	---NA---			
dp_gene5062	hypothetical protein DAPPUDRAFT_311877			
dp_gene5063	hypothetical protein DAPPUDRAFT_234770			
dp_gene5064	---NA---			
dp_gene5065	hypothetical protein DAPPUDRAFT_305505			
dp_gene5066	Transmembrane 87A	integral component of membrane		
dp_gene5067	Adenosine 3 -phospho 5 -phosphosulfate transporter 1	integral component of Golgi membrane;integral component of endoplasmic reticulum membrane;3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity;3'-phospho-5'-adenylyl sulfate transmembrane transport		
dp_gene5068	Histone acetyltransferase	nucleus;integral component of membrane;transcription factor activity, sequence-specific DNA binding;histone acetyltransferase activity;zinc ion binding;regulation of transcription, DNA-templated;histone acetylation		
dp_gene5069	probable 2-oxoglutarate dehydrogenase E1 component mitochondrial	mitochondrion;cytosol;oxoglutarate dehydrogenase complex;oxoglutarate dehydrogenase (succinyl-transferring) activity;thiamine pyrophosphate binding;tricarboxylic acid cycle		
dp_gene5070	probable cardiolipin synthase (CMP-forming)	mitochondrion;membrane;cardiolipin synthase activity;cardiolipin biosynthetic process		
dp_gene5071	Nuclear factor kappa-B-binding	nucleoplasm;Ino80 complex;protease binding;DNA metabolic process;transcription from RNA polymerase II promoter;inflammatory response;cellular response to DNA damage stimulus		
dp_gene5072	nuclear factor related to kappa-B-binding isoform X1	Ino80 complex		
dp_gene5073	mitochondrial ribonuclease P 3			
dp_gene5074	dynein heavy cytoplasmic isoform X4	dynein complex;microtubule motor activity;ATP binding;ATPase activity;microtubule-based movement		
dp_gene5075	hypothetical protein DAPPUDRAFT_305658	integral component of membrane		
dp_gene5076	hypothetical protein DAPPUDRAFT_221246	integral component of membrane		
dp_gene5077	Serine- kinase ATM	nucleus;protein serine/threonine kinase activity;ATP binding;DNA damage checkpoint;telomere maintenance;DNA repair;response to ionizing radiation;histone phosphorylation;replicative senescence		
dp_gene5078	WD repeat-containing	nucleolus;integral component of membrane;preribosome, large subunit precursor;ribosomal large subunit biogenesis		
dp_gene5079	domain (plasmid)	structural constituent of cuticle		
dp_gene5080	hypothetical protein DAPPUDRAFT_305500	nucleus;DNA binding		
dp_gene5081	Golgin subfamily A member 5	Golgi membrane;integral component of membrane;Golgi cisterna;retrograde transport, vesicle recycling within Golgi;Golgi organization		
dp_gene5082	Tyrosine- kinase transmembrane receptor ror	integral component of membrane;protein tyrosine kinase activity;ATP binding;peptidyl-tyrosine phosphorylation		
dp_gene5083	Guanylate cyclase	integral component of membrane		
dp_gene5084	actin-related 6	nucleus;chromatin remodeling		
dp_gene5085	alpha-carbonic anhydrase	membrane;carbonate dehydratase activity;zinc ion binding;one-carbon metabolic process		
dp_gene5086	alpha-carbonic anhydrase	integral component of membrane;carbonate dehydratase activity;zinc ion binding;one-carbon metabolic process		
dp_gene5087	Carbonic anhydrase-related	carbonate dehydratase activity;zinc ion binding;one-carbon metabolic process		
dp_gene5088	hypothetical protein DAPPUDRAFT_240238			
dp_gene5089	alpha-carbonic anhydrase	integral component of membrane;carbonate dehydratase activity;zinc ion binding;one-carbon metabolic process		
dp_gene5090	Kinesin KIFC1	kinesin complex;microtubule;microtubule motor activity;ATP binding;microtubule binding;ATPase activity;microtubule-based movement		
dp_gene5091	cuticle 19-like	structural constituent of cuticle		
dp_gene5092	apolipo D-like	integral component of membrane;catalytic activity;pigment binding;cellular process		
dp_gene5093	apolipo D-like	integral component of membrane;catalytic activity;pigment binding;cellular process		
dp_gene5094	Chorion peroxidase precursor	peroxidase activity;heme binding;response to oxidative stress;oogenesis;oxidation-reduction process;cellular oxidant detoxification		
dp_gene5095	Alpha-1,6-mannosyl-glyco 2-beta-N-acetylglucosaminyltransferase	Golgi stack;integral component of membrane;alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity;oligosaccharide biosynthetic process		
dp_gene5096	Flocculation FLO11			
dp_gene5097	tetratricopeptide repeat 30A isoform X1	cilium;intraciliary transport particle B;intraciliary transport		
dp_gene5098	LIM domain-binding 2 isoform X2	nucleus;transcription factor activity, transcription factor binding;LIM domain binding;regulation of transcription from RNA polymerase II promoter		
dp_gene5099	small G signaling modulator 3 homolog	intracellular;endomembrane system;GTPase activator activity;Rab GTPase binding;intracellular protein transport;regulation of vesicle fusion;activation of GTPase activity		
dp_gene5100	Mitotic apparatus	integral component of membrane		
dp_gene5101	probable G- coupled receptor No9	plasma membrane;integral component of membrane;adrenergic receptor activity;adrenergic receptor signaling pathway		
dp_gene5102	stAR-related lipid transfer mitochondrial-like isoform X1	lipid binding		
dp_gene5103	hypothetical protein DAPPUDRAFT_305494	integral component of membrane		
dp_gene5104	alpha,alpha-trehalose-phosphate synthase [UDP-forming] isoform X2	catalytic activity;trehalose biosynthetic process		
dp_gene5105	Guanine nucleotide exchange factor VAV3	intracellular;Rho guanyl-nucleotide exchange factor activity;metal ion binding;regulation of Rho protein signal transduction;intracellular signal transduction;positive regulation of GTPase activity;single-organism cellular process		
dp_gene5106	hypothetical protein DAPPUDRAFT_234547	membrane		
dp_gene5107	hypothetical protein DAPPUDRAFT_234588			
dp_gene5108	hypothetical protein DAPPUDRAFT_305615			
dp_gene5109	hypothetical protein DAPPUDRAFT_243221			
dp_gene5110	Chorion peroxidase precursor	peroxidase activity;heme binding;response to oxidative stress;oogenesis;oxidation-reduction process;cellular oxidant detoxification		
dp_gene5111	Nucleotide exchange factor SIL1	endoplasmic reticulum		
dp_gene5112	rhotekin-like isoform X2	signal transduction		
dp_gene5113	Rhotekin			
dp_gene5114	Rhotekin, partial	signal transduction		
dp_gene5115	insulin-like growth factor-binding -related 1	extracellular region;integral component of membrane;insulin-like growth factor binding;regulation of cell growth		
dp_gene5116	Delta-1-pyrroline-5-carboxylate synthase	mitochondrion;glutamate 5-kinase activity;glutamate-5-semialdehyde dehydrogenase activity;proline biosynthetic process;phosphorylation;oxidation-reduction process		
dp_gene5117	Delta-1-pyrroline-5-carboxylate synthase	mitochondrion;integral component of membrane;glutamate 5-kinase activity;glutamate-5-semialdehyde dehydrogenase activity;proline biosynthetic process;phosphorylation;oxidation-reduction process		
dp_gene5118	Octopamine receptor beta-2R	integral component of plasma membrane;octopamine receptor activity;G-protein coupled serotonin receptor activity;serotonin receptor signaling pathway;fertilization;positive regulation of adenylate cyclase activity involved in G-protein coupled receptor signaling pathway;ovulation;positive regulation of synaptic growth at neuromuscular junction		
